4UiLR6XySIF6ocpJgDKBjv                                                                                                                                                                                                                                         ,Gettysburg                                                                                                                                                                                                                                                     ,43,327786,false
3N6k3IfXUJB9IjKsGH6JRB                                                                                                                                                                                                                                         ,Neckbrace                                                                                                                                                                                                                                                      ,43,245666,false
0ct6r3EGTcMLPtrXHDvVjc                                                                                                                                                                                                                                         ,The Nights                                                                                                                                                                                                                                                     ,81,176658,false
0nrRP2bk19rLc0orkWPQk2                                                                                                                                                                                                                                         ,Wake Me Up                                                                                                                                                                                                                                                     ,80,247426,false
2P4OICZRVAQcYAV2JReRfj                                                                                                                                                                                                                                         ,Waiting For Love                                                                                                                                                                                                                                               ,79,230613,false
6Pgkp4qUoTmJIPn7ReaGxL                                                                                                                                                                                                                                         ,Without You (feat. Sandro Cavazza)                                                                                                                                                                                                                             ,78,181672,true
2x0RZdkZcD8QRI53XT4GI5                                                                                                                                                                                                                                         ,SOS (feat. Aloe Blacc)                                                                                                                                                                                                                                         ,77,157202,false
5UqCQaDshqbIk3pkhy4Pjg                                                                                                                                                                                                                                         ,Levels - Radio Edit                                                                                                                                                                                                                                            ,76,199906,false
0vrmHPfoBadXVr2n0m1aqZ                                                                                                                                                                                                                                         ,Heaven                                                                                                                                                                                                                                                         ,74,277261,false
4lhqb6JvbHId48OUJGwymk                                                                                                                                                                                                                                         ,Hey Brother                                                                                                                                                                                                                                                    ,73,255093,false
3o1CUVeHIid49sabk6A6Nf                                                                                                                                                                                                                                         ,Forever Yours - Avicii Tribute                                                                                                                                                                                                                                 ,71,193846,false
75NhhYjHO43mvZgYtnXgti                                                                                                                                                                                                                                         ,Lonely Together (feat. Rita Ora)                                                                                                                                                                                                                               ,71,181812,false
10igKaIKsSB6ZnWxPxPvKO                                                                                                                                                                                                                                         ,Nothing Else Matters                                                                                                                                                                                                                                           ,69,388733,false
5BIMPccDwShpXq784RJlJp                                                                                                                                                                                                                                         ,Enter Sandman                                                                                                                                                                                                                                                  ,74,331573,false
54bm2e3tk8cliUz3VSdCPZ                                                                                                                                                                                                                                         ,Master of Puppets (Remastered)                                                                                                                                                                                                                                 ,67,515386,false
2lF8jQFhIjpmQa501sYXxR                                                                                                                                                                                                                                         ,The Unforgiven                                                                                                                                                                                                                                                 ,65,387133,false
0LAcM6I7ijW4VVW0aytl1t                                                                                                                                                                                                                                         ,One (Remastered)                                                                                                                                                                                                                                               ,67,446145,false
3ZpWy5rBZv2aLQAldnmTsP                                                                                                                                                                                                                                         ,Whiskey In The Jar                                                                                                                                                                                                                                             ,62,304893,false
51YZAJhOwIC5Gg3jMbAmhZ                                                                                                                                                                                                                                         ,For Whom The Bell Tolls (Remastered)                                                                                                                                                                                                                           ,66,309973,false
1Ug98CRiQYu7wiSym4uLY4                                                                                                                                                                                                                                         ,Sad But True                                                                                                                                                                                                                                                   ,63,324560,false
0dqGfCMAGyDgpUAgLNOjWd                                                                                                                                                                                                                                         ,Fade To Black (Remastered)                                                                                                                                                                                                                                     ,62,417226,false
5DrNFzZZZVfXaEZCaceKnp                                                                                                                                                                                                                                         ,Seek & Destroy (Remastered)                                                                                                                                                                                                                                    ,59,414720,false
0VjIjW4GlUZAMYd2vXMi3b                                                                                                                                                                                                                                         ,Blinding Lights                                                                                                                                                                                                                                                ,97,200040,false
7szuecWAPwGoV1e5vGu8tl                                                                                                                                                                                                                                         ,In Your Eyes                                                                                                                                                                                                                                                   ,87,237520,true
6wQlQrTY5mVS8EGaFZVwVF                                                                                                                                                                                                                                         ,Smile (with The Weeknd)                                                                                                                                                                                                                                        ,87,196180,true
58AGoOGbwsQMhBbH0eFLRR                                                                                                                                                                                                                                         ,Over Now (with The Weeknd)                                                                                                                                                                                                                                     ,85,210795,true
7MXVkk9YMctZqd1Srtv4MB                                                                                                                                                                                                                                         ,Starboy                                                                                                                                                                                                                                                        ,83,230453,true
7fBv7CLKzipRk6EC6TWHOB                                                                                                                                                                                                                                         ,The Hills                                                                                                                                                                                                                                                      ,83,242253,true
09mEdoA6zrmBPgTEN5qXmN                                                                                                                                                                                                                                         ,Call Out My Name                                                                                                                                                                                                                                               ,82,228373,false
6bnF93Rx87YqUBLSgjiMU8                                                                                                                                                                                                                                         ,Heartless                                                                                                                                                                                                                                                      ,80,198266,true
2p8IUWQDrpjuFltbdgLOag                                                                                                                                                                                                                                         ,After Hours                                                                                                                                                                                                                                                    ,80,361026,false
5GXAXm5YOmYT0kL5jHvYBt                                                                                                                                                                                                                                         ,I Feel It Coming                                                                                                                                                                                                                                               ,68,269186,false
4HBZA5flZLE435QTztThqH                                                                                                                                                                                                                                         ,Stuck with U (with Justin Bieber)                                                                                                                                                                                                                              ,90,228482,false
7ju97lgwC2rKQ6wwsf9no9                                                                                                                                                                                                                                         ,Rain On Me (with Ariana Grande)                                                                                                                                                                                                                                ,84,182200,false
6ocbgoVGwYJhOv1GgI9NsF                                                                                                                                                                                                                                         ,7 rings                                                                                                                                                                                                                                                        ,86,178626,true
3e9HZxeyfWwjeyPAMmWSSQ                                                                                                                                                                                                                                         ,thank u, next                                                                                                                                                                                                                                                  ,84,207320,true
2qT1uLXPVPzGgFOx4jtEuo                                                                                                                                                                                                                                         ,no tears left to cry                                                                                                                                                                                                                                           ,81,205920,false
5OCJzvD7sykQEKHH7qAC3C                                                                                                                                                                                                                                         ,God is a woman                                                                                                                                                                                                                                                 ,80,197546,true
4kV4N9D1iKVxx1KLvtTpjS                                                                                                                                                                                                                                         ,break up with your girlfriend, i'm bored                                                                                                                                                                                                                       ,79,190440,true
0Ryd8975WihbObpp5cPW1t                                                                                                                                                                                                                                         ,boyfriend (with Social House)                                                                                                                                                                                                                                  ,79,186106,true
0puf9yIluy9W0vpMEUoAnN                                                                                                                                                                                                                                         ,Bang Bang                                                                                                                                                                                                                                                      ,79,199386,false
7xoUc6faLbCqZO6fQEYprd                                                                                                                                                                                                                                         ,One Last Time                                                                                                                                                                                                                                                  ,78,197266,false
7tFiyTwD0nx5a1eklYtX2J                                                                                                                                                                                                                                         ,Bohemian Rhapsody - 2011 Mix                                                                                                                                                                                                                                   ,74,354320,false
7hQJA50XrCWABAu5v6QZ4i                                                                                                                                                                                                                                         ,Don't Stop Me Now - 2011 Mix                                                                                                                                                                                                                                   ,73,209413,false
57JVGBtBLCfHw2muk5416J                                                                                                                                                                                                                                         ,Another One Bites The Dust - Remastered 2011                                                                                                                                                                                                                   ,73,214653,false
11IzgLRXV7Cgek3tEgGgjw                                                                                                                                                                                                                                         ,Under Pressure - Remastered                                                                                                                                                                                                                                    ,71,248440,false
54flyrjcdnQdco7300avMJ                                                                                                                                                                                                                                         ,We Will Rock You - Remastered                                                                                                                                                                                                                                  ,69,122066,false
7h2yhVxcZOGyQdOwD4Hu8J                                                                                                                                                                                                                                         ,I Want To Break Free - Remastered 2011                                                                                                                                                                                                                         ,63,258013,false
1HmzAZUvhQLhLo2z3ocpZI                                                                                                                                                                                                                                         ,Radio Ga Ga - 2011 Mix                                                                                                                                                                                                                                         ,63,348226,false
7ccI9cStQbQdystvc6TvxD                                                                                                                                                                                                                                         ,We Are The Champions - Remastered 2011                                                                                                                                                                                                                         ,64,179200,false
6cFZ4PLC19taNlpl9pbGMf                                                                                                                                                                                                                                         ,Somebody To Love - 2011 Mix                                                                                                                                                                                                                                    ,68,296493,false
35ItUJlMtjOQW3SSiTCrrw                                                                                                                                                                                                                                         ,Crazy Little Thing Called Love - Remastered 2011                                                                                                                                                                                                               ,65,163373,false
2b8fOow8UzyDFAE27YhOZM                                                                                                                                                                                                                                         ,Memories                                                                                                                                                                                                                                                       ,89,189486,false
3kwgqoBqTwoAH4nT29TYrq                                                                                                                                                                                                                                         ,Nobody's Love                                                                                                                                                                                                                                                  ,84,211253,false
1LmN9SSHISbtp9LoaR5ZVJ                                                                                                                                                                                                                                         ,Payphone                                                                                                                                                                                                                                                       ,74,231386,true
4llK75pXNWZz6KAho2Gp16                                                                                                                                                                                                                                         ,She Will Be Loved - Radio Mix                                                                                                                                                                                                                                  ,80,259453,false
2iuZJX9X9P0GKaE93xcPjk                                                                                                                                                                                                                                         ,Sugar                                                                                                                                                                                                                                                          ,80,235493,true
6ECp64rv50XVz93WvxXMGF                                                                                                                                                                                                                                         ,This Love                                                                                                                                                                                                                                                      ,79,206200,false
